flow_uuid,flow_name_zh,flow_name_en,flow_type,default_unit,unit_group,compartment,updated_at
4f1a3f37-7b3b-11dd-ad8b-0800200c9a66,塑料焚烧处理（尼龙6 GF 30，尼龙66 GF 30）,"waste incineration of plastics (Nylon 6 GF 30, Nylon 66 GF 30)",Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f38-7b3b-11dd-ad8b-0800200c9a66,塑料焚烧（尼龙6，尼龙66，PAN）,"waste incineration of plastics (Nylon 6, Nylon 66, PAN)",Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f39-7b3b-11dd-ad8b-0800200c9a66,塑料（PE、PP、PS、PB）焚烧,"waste incineration of plastics (PE, PP, PS, PB)",Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f3a-7b3b-11dd-ad8b-0800200c9a66,塑料（PET、PMMA、PC）的焚烧,"waste incineration of plastics (PET, PMMA, PC)",Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f3b-7b3b-11dd-ad8b-0800200c9a66,塑料焚烧处理（刚性PVC）,waste incineration of plastics (rigid PVC),Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f3c-7b3b-11dd-ad8b-0800200c9a66,市政固体废物中未指明塑料的焚烧,waste incineration of plastics (unspecified) fraction in municipal solid waste (MSW),Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f3d-7b3b-11dd-ad8b-0800200c9a66,市政固体废物（MSW）中纺织物组分的焚烧,waste incineration of textile fraction in municipal solid waste (MSW),Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f3e-7b3b-11dd-ad8b-0800200c9a66,未经处理木材（含水率10.7%）的焚烧,waste incineration of untreated wood (10.7% water content),Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f3f-7b3b-11dd-ad8b-0800200c9a66,木质产品焚烧处理（定向刨花板、刨花板）,"waste incineration of wood products (OSB, particle board)",Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f40-7b3b-11dd-ad8b-0800200c9a66,"废水, 未处理",waste water - untreated,Product flow,kg,Units of mass,End-of-life treatment;Waste water treatment,2012-01-20T10:26:17+01:00
4f1a3f41-7b3b-11dd-ad8b-0800200c9a66,"废水, 未处理",waste water - untreated,Product flow,kg,Units of mass,End-of-life treatment;Waste water treatment,2012-01-20T10:26:17+01:00
4f1a3f42-7b3b-11dd-ad8b-0800200c9a66,"废水, 未处理",waste water - untreated,Product flow,kg,Units of mass,End-of-life treatment;Waste water treatment,2012-01-20T10:26:17+01:00
4f1a3f43-7b3b-11dd-ad8b-0800200c9a66,"废水, 未处理",waste water - untreated,Product flow,kg,Units of mass,End-of-life treatment;Waste water treatment,2012-01-20T10:26:17+01:00
4f1a3f44-7b3b-11dd-ad8b-0800200c9a66,"废水, 未处理",waste water - untreated,Product flow,kg,Units of mass,End-of-life treatment;Waste water treatment,2012-01-20T10:26:17+01:00
4f38df9f-dc3d-43d7-a280-797a257de56e,再生超级压光纸,Recycled Super Calendered Paper,Product flow,kg,Units of mass,Materials production;Paper and cardboards,2024-04-16T19:00:22.570782+08:00
4f3e862f-2f27-4b33-b63b-f724621c0d96,麦芽糊精,Maltodextrin,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.598120+08:00
4f6b7c34-59c2-4f00-9c86-bd74e73f677e,芝麻,Sesame,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.881590+08:00
4f6cb86c-01e5-46a5-85ff-a546e3f38bce,阿卡波糖,acarbose,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:23.462054+08:00
4f70fbd0-89a2-4891-9619-17fa0fa7f699,阳离子与两性表面活性剂,Cationics and Amphoteric Surfactants,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.484447+08:00
4f812225-49a5-4781-abce-fc65796d0056,水泥，硅酸盐粉煤灰水泥，44.6MPa,"Cement, portland fly-ash cement, 44.6mpa",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:23.417064+08:00
4fa88315-72b0-419f-8ae2-db7a1ea90794,溴化甲胺,Methylamine bromide,Product flow,kg,Units of mass,Wastes;Production residues,2024-04-16T19:00:22.463374+08:00
4fbbb5f1-560a-4052-ba0c-652c5dfc282e,废铜,Copper Scrap,Product flow,kg,Units of mass,Wastes;Production residues,2024-04-16T19:00:21.954465+08:00
4fbdce66-c23d-4890-b16e-d53c39afa224,亚硫酸钠,Sodium sulfite,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:20.876219+08:00
4fbe5177-aa26-4ea6-b034-b59ad19f587e,不含铅焊料+助焊剂,Lead-free solder + flux,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.958087+08:00
4fc47dce-9bf2-406e-88d5-510b53239d9e,一水硫酸锌,Zinc Sulfate Monohydrate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:23.279828+08:00
4fd23915-2949-4960-93ee-bfd7dffc2754,原料气,Raw gas,Product flow,m3,Units of volume,Energy carriers and technologies;Energetic raw materials,2024-04-16T19:00:22.206124+08:00
4fdbea5c-633b-4605-822d-91f52ef0f617,锂辉石精矿,Spodumene concentrate (6% Li2O),Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:22.423135+08:00
4fe121ff-689a-4e15-8923-77978371f2f9,石棉摩擦材料,Asbestos Friction Material,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.252479+08:00
50187d31-fd0a-47c3-9aa2-84402ffb625e,碳酸钾,Potassium carbonate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.890611+08:00
504143b8-4e1f-4a74-b983-447ccfc1d9f0,电池正极,Battery Cathode,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:23.240313+08:00
506c4be8-7cd8-4d29-89e4-65495796c32c,信息技术服务行业 - CN,Information technology services Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.983978+08:00
507d2e71-fcff-422a-bd1a-7c6010870255,中低碳铬铁,Low carbon ferrochrome,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:41.101580+08:00
50835e31-8359-4b7c-a818-81ef48e5ed42,种子-H. annuus,Seed of H. annuus,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:23.141101+08:00
50dd353a-b424-4589-adf0-71831c77c324,聚氯乙烯,Polyvinyl chloride,Product flow,kg,Units of mass,Materials production;Plastics,2024-01-03T16:03:41.045064+08:00
50fa22a2-c21a-49ec-a088-53d2c4656c86,钨粉,Tungsten Powder,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.963711+08:00
5152c45d-9b70-408e-9a20-b1f9c7769c3f,方便面,Instant Noodles,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.777582+08:00
515ad0c8-5bea-4b8b-97cc-851b8450534f,焦煤,Coking coal,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:22.202320+08:00
518565e9-8537-42b5-869b-2df9bcfbb849,红土矿，矿物,"laterite, mineral",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2023-09-01T20:22:54.147552+08:00
5189fc53-956c-4529-af76-96d8e419d7f0,改性粒化铜渣水泥 31%，42.9 MPa,"cement, modified granulated copper slag 31%, 42.9 MPa",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2023-09-01T20:22:54.013145+08:00
51ee8edf-8b58-4bb9-8059-de0879722cd4,浆料中的水,Water in slurry,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2014-09-26T10:44:18+01:00
51fa1ec1-50b8-4716-ace8-ce635d802157,家用电器行业 - CN,Household appliances Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.947247+08:00
51fda92d-7bf4-4fe0-b850-b9047b00d866,石墨电极,Graphite Electrode,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:21.833050+08:00
521f59f8-548c-43c8-a6e5-51c11d153cb2,粗苯,Crude benzene,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:21.876900+08:00
52314534-f790-4cf3-b20d-650009b915ef,加工纸,Processed Paper,Product flow,kg,Units of mass,End-of-life treatment;Material recycling,2024-01-03T16:03:41.353832+08:00
5233e2e7-d754-4cbd-8ba8-37339d38ae17,胶粘剂（溶剂型）,Adhesive Composition,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.381264+08:00
5256fb75-e571-4c65-92d8-f6f5962c19ec,菠萝,Pineapple,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:23.210561+08:00
52a38b66-f010-49f9-adec-8499af588695,锰硅合金,Silicomanganese,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:41.135904+08:00
52dbb95b-cd9f-41b2-83e3-c83bd6a3eebe,非生物资源消耗,Abiotic Depletion Potential,Product flow,kg,Units of mass,Emissions;Other substance type,2024-04-16T19:00:22.453879+08:00
52fcbfac-d266-4503-92fe-5e832ba801a0,食用冰,Shaved Ice,Product flow,kg,Units of mass,Other Services;Lodging and gastronomy,2024-01-03T16:03:40.847796+08:00
5326803d-6cfd-47bd-84dd-1563ce196f34,卤水 （0.022%锂含量）,Brine (0.022% Li),Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:23.370308+08:00
5330689e-dd53-4e57-82ee-093f07c28f40,多菌灵,Carbendazim,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.514900+08:00
533082fd-da68-4245-ab43-220dcf954922,熟料，硅酸盐水泥熟料，52.5MPa,"Clinker, portland cement clinker, 52.5mpa",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:23.413969+08:00
5333f41c-446a-4d3f-82f3-a53e879c0a12,水泥，普通硅酸盐水泥，52.4MPa,"Cement, ordinary portland cement, 52.4mpa",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:23.389551+08:00
533ed732-6a7d-4ed3-ad07-8b356fec741a,碎布料,Scrap Fabric,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.573556+08:00
53409119-909c-429b-b071-0f0e3eef1167,印染化纤布类,Textile Printing,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.282576+08:00
53674a92-41f8-439d-be53-9d434362ecff,油页岩块,Oil Shale,Product flow,kg,Units of mass,Energy carriers and technologies;Other non-renewable fuels,2024-01-03T16:03:41.090309+08:00
537d7b03-8294-4f9e-b44d-20855a409a7f,精煤,Cleaned coal,Product flow,kg,Units of mass,Energy carriers and technologies;Energetic raw materials,2024-04-16T19:00:21.433373+08:00
53818733-c47c-4e11-a23d-af2720338592,中厚板,Medium Plate,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.727455+08:00
539d5015-900f-4778-89d1-499f7855edf9,氧化淀粉,Oxidized starch,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:22.553513+08:00
53afe53a-7bbc-4b82-8e39-df2c6bbb2c46,重燃料油（硫含量1.0 wt.%）,Heavy fuel oil (1.0 wt.% S),Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2012-11-01T00:00:00+01:00
53cf10e9-dd22-4da5-b245-a83ae7947dc4,烧结,Sinter,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:22.128124+08:00
53da405d-2568-4918-b22d-b5440049e8c6,溶剂型涂料,Solvent-based Coatings,Product flow,kg,Units of mass,Systems;Paints and chemical preparations,2024-01-03T16:03:41.052158+08:00
53f7b47f-8d1a-4420-8e79-e931990656e6,酪蛋白,Casein,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:21.314188+08:00
540f5f8d-53a6-48a1-97f9-9376cf0f951a,五硼酸铵,Ammonium Pentaborate,Product flow,kg,Units of mass,Emissions;Inorganic covalent compounds,2024-04-16T19:00:22.802227+08:00
540fef24-1038-48b8-8ee1-8cc415df780a,半干面,Semi-dried noodles,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.811208+08:00
5448dcbb-1bd7-4877-85c6-ad098fd1f2df,减压渣油、重油馏分(减压蜡油、焦化蜡油、裂化循环油、脱沥青油等）,Vacuum Residuum，Heavy Oil Distillates （Vacuum Gas Oil， Coker Gas Oil，Fluid Catalytic Cracking (FCC) Cycle Oil，Deasphalted Oil）,Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2024-01-03T16:03:40.644662+08:00
545570cb-c304-41c9-acf1-e0b964352171,硫酸铁废料,Ferric Sulfate waste,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:21.933034+08:00
5456a1e2-1a41-43f4-b49c-48e851727684,煅烧焦,Calcined coke,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:22.773518+08:00
54575897-d8ac-4b3c-ab57-85f9c35b4a6e,风力发电机,Wind turbine generator,Product flow,Item(s),Units of items,Systems;Other machines,2024-04-16T19:00:22.247033+08:00
5462c2da-d3dd-41f0-a78f-51024d2d1a69,碳酸钠,Sodium carbonate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.331329+08:00
5473ec36-5aa5-405f-b4a5-1b5a9d7d2e77,碳酸亚乙烯酯,Vinylene Carbonate,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.106166+08:00
54802cfb-bd58-4f85-9ebf-9e0616529c1c,聚丙烯,Polypropylene,Product flow,kg,Units of mass,Materials production;Plastics,2024-01-03T16:03:41.047273+08:00
54b02c12-169d-4afd-81fa-263f75e3ed06,家具行业 - CN,Furniture Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.897215+08:00
54b947e7-ab56-45c8-8210-9c91b85eb845,黄瓜,Cucumbers,Product flow,kg,Units of mass,Emissions;Other substance type,2024-04-16T19:00:22.176371+08:00
54dc89c1-078d-4c4d-86fd-e6d5e6e98d85,该处实际填写的是植物的幼苗，即从种子培育得到的幼苗，用于下一步的幼苗移栽,Plant seedlings,Product flow,Item(s),Units of items,Materials production;Raw materials,2024-04-16T19:00:23.171117+08:00
54eed8f2-b19e-4557-9a46-df0787b9d226,有机肥,Organic fertilizer,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.095719+08:00
54eee4d8-79d8-4eda-b6f5-887f57a0f813,精对苯二甲酸,Terephthalic acid,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.034497+08:00
55019e60-732b-4b95-b20e-b3bbb0402201,硅铝合金,Silicon Aluminum Alloy,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:41.020757+08:00
55055816-de41-4eb2-a522-a0e80e9d8f4a,氧化钆,Gadolinium oxide,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.701220+08:00
5519fd10-d0b3-4c92-ae4e-da4441100331,黑白感光材料,Photosensitive Material,Product flow,m2,Units of area,Materials production;Organic chemicals,2024-01-03T16:03:41.128058+08:00
551b4f81-5089-46c6-b7a4-c8ac3fe81637,钒钛磁铁矿石,Vanadium Titano-Magnetite,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.688892+08:00
5538663b-1a2c-4c72-83d1-9bf4a6fa5d1f,"矿物废料, 采矿来源","Mineral waste, from mining",Waste flow,kg,Units of mass,Wastes,2015-07-27T23:14:06.054+01:00
554160db-a4c7-4728-87d7-0c72981e69cf,塑料管,Plastic pipes,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.360073+08:00
5543d899-1cbd-4acf-a770-befd41102943,1-丁醇,1-butanol,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:22.809569+08:00
5554faa4-1ae2-459a-959a-b2180ab3cedc,锂原电池,Lithium Ion Battery,Product flow,Item(s),Units of items,Materials production;Other materials,2024-01-03T16:03:40.853295+08:00
55a4c166-2eb6-43a3-9a13-2e4f2c4fee60,柴油,Diesel,Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2012-11-01T00:00:00+01:00
55a81a3f-4639-4be6-99a0-22586cbc1e84,废钢,Steel scrap,Product flow,kg,Units of mass,Wastes;Production residues,2012-10-31T23:00:00+01:00
55c35512-7167-4889-9e37-5199d9646f32,核能发电,Electricity for nuclear power,Product flow,MJ,Units of energy,Energy carriers and technologies;Electricity,2024-04-16T19:00:23.361281+08:00
55cda1f2-ac5d-4505-af3a-58d6eec9a409,复印纸,Copy paper,Product flow,kg,Units of mass,Materials production;Paper and cardboards,2024-04-16T19:00:22.627001+08:00
55d2dc53-fcef-4649-a895-fb680484e254,钼棒,Molybdenum Bar,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.919303+08:00
55dcefce-e5b7-492d-9f02-5bd5a70c94a1,二甲苯,Xylene,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.661999+08:00
55feef47-26fa-48d1-bcf5-1eb581143bd7,食物残渣,Food Debris,Product flow,kg,Units of mass,Wastes;Post consumer waste,2024-04-16T19:00:22.075183+08:00
5610bbdf-7577-4aab-b4e1-60b9fdc7f858,凝胶糖果,Gel Candy,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.815406+08:00
56414d25-a353-4d67-b362-87212ce6011d,盐酸（30%）,Hydrochloric acid (30%),Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.083880+08:00
566adad2-77f1-4d77-a9b9-9225cf43d2ed,封闭式大棚,Enclosed shelter,Product flow,Item(s),Units of items,Materials production;Other materials,2024-04-16T19:00:23.104946+08:00
56932669-9eec-47ff-a6b7-a542c0d99f78,玻璃珠,Glass Bead,Product flow,kg,Units of mass,Materials production;Glass and ceramics,2024-01-03T16:03:41.167003+08:00
56d42393-1e4f-4753-bdf1-e0690e79a688,纸面石膏板,Drywall,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-01-03T16:03:41.149648+08:00
56ddb6db-1bf1-4c3c-b3db-bb00063774a8,捆包铁丝,Baling wire,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:22.133281+08:00
56eeef73-30f4-4d6d-8d92-b20b8c2ace1c,三过磷酸钙,Triple superphosphate,Product flow,kg,Units of mass,Emissions;Inorganic covalent compounds,2024-04-16T19:00:22.155745+08:00
56fe4f71-b594-4b55-8553-c87f2516737d,钢打包带,Steel baling band,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:22.937826+08:00
571120e2-2dd3-418c-b2fe-2ea388b6a037,精制石灰,Refined lime,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:21.452353+08:00
57198e20-092f-494d-bb8d-f9117e25246f,铁路、道路、隧道和桥梁工程建设 行业 - CN,"Railway, road, tunnel and bridge engineering construction Sectors - CN",Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.962930+08:00
576d250f-4f36-4385-939d-0f03b8f95a10,切削液,Cutting Fluid,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.274536+08:00
578720f4-e9eb-4399-be20-58c28ab0a95e,毒死蜱,Chlorpyrifos,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.518441+08:00
57b62a9e-51b2-4ea5-a51b-fc30d8cce064,萜烯油,Terpenic oil,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.190146+08:00
